rank0,csv_row_index0
0,52132
1,14225
2,102031
3,108523
4,31401
5,105898
6,125961
7,125982
8,50476
9,14091
10,62867
11,121305
12,70727
13,118848
14,102185
15,115107
16,43810
17,64335
18,118225
19,110918
20,59987
21,40308
22,112431
23,92221
24,102556
25,34572
26,37864
27,24202
28,21673
29,34996
30,8752
31,111331
32,25363
33,58211
34,123012
35,127055
36,84720
37,88021
38,103861
39,24887
40,79767
41,78300
42,123428
43,119711
44,62905
45,10647
46,114240
47,7084
48,13049
49,110035
50,127099
51,64424
52,122647
53,79388
54,116348
55,88596
56,95563
57,59166
58,123781
59,4064
60,6720
61,71093
62,85294
63,7649
64,122154
65,70061
66,5900
67,125196
68,22079
69,59198
70,70994
71,1224
72,19450
73,118250
74,67720
75,62864
76,36267
77,45100
78,12786
79,128383
80,93702
81,96693
82,18684
83,108300
84,40553
85,108075
86,110789
87,100039
88,128994
89,88189
90,77342
91,62527
92,42086
93,65547
94,91525
95,24086
96,20659
97,109714
98,92844
99,48447
100,23511
101,94225
102,114894
103,19508
104,3408
105,124129
106,118051
107,50770
108,18999
109,51095
110,110242
111,57723
112,109879
113,30694
114,64996
115,98240
116,8574
117,6012
118,103569
119,121518
120,5336
121,61138
122,110233
123,23277
124,52940
125,5332
126,114164
127,47328
128,48554
129,64577
130,85442
131,98009
132,33935
133,119060
134,44295
135,3319
136,120093
137,49862
138,35251
139,43375
140,109778
141,78062
142,85713
143,8108
144,54049
145,53062
146,22760
147,28811
148,28653
149,128829
150,45615
151,51871
152,86267
153,116949
154,106209
155,1290
156,36934
157,102528
158,22687
159,5298
160,9812
161,68535
162,8302
163,86827
164,74922
165,20946
166,82746
167,109
168,98396
169,16447
170,68874
171,116275
172,54398
173,110108
174,40261
175,105715
176,98752
177,91215
178,45109
179,1871
180,86492
181,12405
182,108343
183,102797
184,33371
185,5894
186,58173
187,82096
188,72801
189,65050
190,89767
191,21217
192,115824
193,91094
194,64119
195,71363
196,111704
197,78651
198,22913
199,58740
200,129196
201,99292
202,389
203,76784
204,53110
205,104843
206,108652
207,94011
208,22535
209,84546
210,73847
211,10401
212,114701
213,64438
214,114112
215,105810
216,84175
