rank0,csv_row_index0
0,57707
1,46107
2,122648
3,88850
4,36370
5,107299
6,91313
7,126932
8,78636
9,8848
10,79405
11,59716
12,33355
13,106788
14,100052
15,85512
16,1687
17,67616
18,47107
19,32004
20,80719
21,4775
22,116983
23,25296
24,94508
25,53793
26,83165
27,13389
28,9585
29,678
30,1409
31,19612
32,107420
33,35757
34,81873
35,109348
36,109950
37,119662
38,89776
39,5621
40,45766
41,83411
42,74698
43,47254
44,121196
45,18943
46,9129
47,42230
48,8845
49,124972
50,63103
51,78375
52,116
53,51041
54,18751
55,49410
56,24203
57,24640
58,12059
59,126678
60,2371
61,112407
62,62975
63,42705
64,123785
65,72557
66,102485
67,128651
68,123286
69,62936
70,54802
71,63083
72,3014
73,67024
74,39492
75,100080
76,47622
77,111930
78,31506
79,87467
80,61045
81,78822
82,33462
83,87747
84,18018
85,82124
86,110367
87,84763
88,79359
89,67348
90,88703
91,78012
92,43400
93,15625
94,123590
95,54234
96,104409
97,60440
98,53665
99,121986
100,84170
101,106657
102,127149
103,9466
104,31152
105,94970
106,15073
107,126907
108,77126
109,34741
110,6523
111,101905
112,103879
113,114635
114,10690
115,29671
116,32641
117,118785
118,38919
119,21687
120,83425
121,110713
122,7863
123,47947
124,98415
125,27499
126,95374
127,53902
128,106786
129,33874
130,3689
131,71347
132,105165
133,20928
134,29941
135,7483
136,108606
137,107887
138,9680
139,56597
140,126168
141,67874
142,22061
143,59752
144,7111
145,128487
146,40673
147,59225
148,31809
149,110218
150,29986
151,33014
152,35709
153,41678
154,33524
155,68551
156,11270
157,15560
158,13654
159,119574
160,51597
161,123450
162,23424
163,16284
164,43268
165,32198
166,23231
167,115636
168,114501
169,3876
170,49929
171,76323
172,50648
173,126454
174,62401
175,61904
176,50870
177,290
178,117006
179,21367
180,130225
181,122639
182,104472
183,39473
184,127912
185,103455
186,82559
187,8802
188,517
189,36244
190,124893
191,111525
192,128152
193,80621
194,8374
195,25154
196,72504
197,17033
198,6714
199,71736
200,119033
201,8689
202,42759
203,18071
204,248
205,112527
206,114824
207,36555
208,104792
209,99764
210,76800
211,26748
212,79530
213,3051
214,16792
215,39149
216,119427
217,91935
218,72724
219,32673
220,107654
221,39213
222,21088
223,6157
224,100259
225,105581
226,81706
227,28731
228,1976
229,121771
230,84131
231,43285
232,52229
233,9395
234,63029
235,37934
236,44317
237,45934
238,47775
239,49815
240,65418
241,62557
242,34119
243,77829
244,124157
245,75232
246,50745
247,67792
248,43642
249,102671
250,108962
251,34430
252,74063
253,121140
254,13052
255,119594
256,102758
257,16494
258,2693
259,86245
260,25379
261,83223
262,4090
263,65489
264,57852
265,112585
266,35424
267,50627
268,30886
269,124775
270,69197
271,3983
272,115335
273,126389
274,71077
275,130424
276,99110
277,98165
278,100451
279,50831
280,112470
281,23678
282,20839
283,115945
284,128088
285,60571
286,22686
287,72914
288,39097
289,116102
290,11760
291,94107
292,9787
293,70583
294,118031
295,69762
296,65592
297,117432
298,60756
299,54975
300,30323
301,26297
302,59734
303,97841
304,104794
305,87925
306,13454
307,2005
308,77672
309,21290
310,97784
311,7271
312,29452
313,127916
314,111027
315,47584
316,49108
317,99170
318,74660
319,78319
320,103512
321,17210
322,19702
323,2378
324,46626
325,101645
326,114757
327,32091
328,117679
329,58732
330,64016
331,66485
332,43556
333,2777
334,91774
335,99946
