rank0,csv_row_index0
0,48086
1,108791
2,60116
3,121463
4,53736
5,67258
6,95239
7,111766
8,54025
9,32167
10,43789
11,104975
12,45194
13,75841
14,31137
15,4326
16,115675
17,72580
18,94075
19,3894
20,125453
21,86534
22,5621
23,91278
24,33201
25,18195
26,97037
27,616
28,111183
29,87082
30,32004
31,51715
32,50794
33,118157
34,81904
35,100849
36,122551
37,3314
38,81533
39,125871
40,69881
41,399
42,112249
43,15412
44,74439
45,107930
46,34264
47,30943
48,49207
49,85496
50,31487
51,111131
52,78573
53,115509
54,86719
55,92533
56,44893
57,16564
58,105134
59,26612
60,586
61,92779
62,11760
63,67677
64,41344
65,42064
66,51042
67,35004
68,45742
69,103746
70,46232
71,99509
72,19560
73,111027
74,57974
75,116047
76,95166
77,81015
78,2208
79,36239
80,98282
81,98059
82,74696
83,98165
84,82231
85,126466
86,44442
87,41360
88,93038
89,19999
90,105043
91,108568
92,102880
93,56068
94,73897
95,112069
96,79367
97,57303
98,60454
99,71621
100,114244
101,94563
102,793
103,101194
104,94936
105,124860
106,76617
107,124342
108,66963
109,16678
110,119346
111,34741
112,86581
113,102195
114,120569
115,43642
116,47585
117,34558
118,104549
119,114634
120,20282
121,50937
122,108332
123,119146
124,103058
125,35481
126,114263
127,130029
128,115326
129,3240
130,77219
131,21324
132,49466
133,69019
134,55595
135,78250
136,116522
137,100229
138,126764
139,34000
140,116501
141,129416
142,100611
143,49880
144,39363
145,7173
146,7323
147,103989
148,100601
149,27202
150,120572
151,117432
152,77256
153,60975
154,36862
155,89724
156,59716
157,6771
158,75557
159,42425
160,117067
161,48953
162,105807
163,111648
164,104924
165,23192
166,20725
167,6792
168,117481
169,126549
170,69762
171,56915
172,114410
173,96441
174,33400
175,5409
176,57913
177,82145
178,96188
179,82203
180,39723
181,88487
182,127442
183,87240
184,113625
185,21242
186,72080
187,104926
188,67441
189,95197
190,36038
191,25776
192,55639
193,22897
194,115130
195,63567
196,812
197,106031
198,36509
199,74859
200,3359
201,78012
202,115968
203,8761
204,21396
205,126576
206,13481
207,121730
208,115825
209,70040
210,106771
211,45512
212,1200
213,44339
214,120828
215,98415
216,66059
217,23245
218,52052
219,79194
220,75460
221,88681
222,103185
223,52158
224,120557
225,29680
226,48613
227,71643
228,123106
229,33799
230,94762
231,89916
232,107072
233,23210
234,119496
235,107420
236,3631
237,126564
238,38919
239,81387
240,115239
241,22622
242,95085
243,10364
244,128072
245,111851
246,41393
247,125725
248,968
249,13410
250,97841
251,74881
252,91333
253,44723
254,102382
255,103408
256,46886
257,119229
258,13442
259,47956
260,105295
261,80326
262,28066
263,37614
264,97671
265,37899
266,77893
267,107204
268,45519
269,85767
270,103632
271,124295
272,92405
273,6225
274,80740
275,85535
276,58106
277,49004
278,47306
279,91515
280,89045
281,81742
282,103438
283,59173
284,103082
285,43330
286,30803
287,29261
288,65999
289,79365
290,42032
291,50670
292,2341
293,33890
294,8347
295,112596
296,91982
297,107255
298,24860
299,25486
300,45067
301,87747
302,6984
303,46156
304,6278
305,101607
306,64461
307,65771
308,54837
309,37483
310,101368
311,116117
312,111706
313,72359
314,27223
315,38605
316,23078
317,114788
318,18349
319,1866
320,121364
321,26745
322,121063
323,9576
324,74787
325,32540
326,23551
327,109833
328,38741
329,127651
330,35315
331,26807
332,6925
333,115332
334,115636
335,102086
336,53396
337,95977
338,16554
339,104491
340,105436
341,49914
342,11857
343,48054
344,94301
345,100486
346,124690
347,4408
348,86462
349,13506
350,90508
351,77701
352,97954
353,51246
354,28927
355,120534
356,47070
357,6272
358,54513
359,115335
360,60021
361,121468
362,70448
363,17067
364,107134
365,66602
366,61366
367,34864
368,56509
369,85491
370,51898
371,87332
372,95598
373,124027
374,104742
375,20855
376,22928
377,82509
378,72153
379,117009
380,95060
381,104399
382,105462
383,104804
384,10412
385,94956
386,52542
387,104953
388,48382
389,51611
390,99391
391,48297
392,106148
393,111499
394,96754
395,43634
396,98633
397,118168
398,16165
399,4195
400,124840
401,89018
402,114680
403,96860
404,47836
405,78210
406,123
407,25700
408,67162
409,6784
410,116829
411,123773
412,104299
413,45137
414,81464
415,44227
416,87280
417,21708
418,53167
419,111749
420,64906
421,51880
422,32774
423,99615
424,12490
425,7483
426,14513
427,41710
428,98248
429,108611
430,126311
431,30353
432,38203
433,129679
434,39391
435,33462
436,65331
437,8174
438,78402
439,114017
440,23685
441,44550
442,64688
443,9577
444,81752
445,121596
446,49261
447,101369
448,96271
449,113890
450,11508
451,120654
452,249
453,59737
454,13711
455,40049
456,93366
457,61897
458,113081
459,28138
460,51171
461,15205
462,47107
463,26897
464,113911
465,93617
466,103879
467,60049
468,126234
469,18582
470,86397
471,55611
472,74745
473,98044
474,53640
475,32420
476,27804
477,90963
478,65743
479,84834
480,109154
481,15978
482,103164
483,95491
484,48187
485,77705
486,49182
487,85971
488,66402
489,57302
490,15073
491,106442
492,90413
493,59826
494,106086
495,122374
496,56454
497,106828
498,97947
499,46336
500,22065
501,110424
502,42712
503,108510
504,69691
505,80178
506,86121
507,79545
508,50077
509,8419
510,1335
511,31267
