rank0,csv_row_index0
0,80866
1,2261
2,47653
3,71466
4,77566
5,81406
6,93030
7,76468
8,80423
9,95225
10,60850
11,8929
12,57479
13,111435
14,124935
15,58243
16,49645
17,110778
18,95099
19,96271
20,97863
21,91634
22,15417
23,96741
24,10999
25,118051
26,65923
27,29218
28,17506
29,36788
30,111075
31,58004
32,16755
33,55826
34,14282
35,126754
36,60857
37,69162
38,101378
39,92041
40,21944
41,58669
42,57019
43,70442
44,128029
45,52653
46,26258
47,7537
48,80403
49,27728
50,118597
51,7721
52,68412
53,1287
54,58783
55,77677
56,76533
57,58393
58,42082
59,32247
60,82468
61,12482
62,60468
63,8550
64,84232
65,107739
66,32157
67,115887
68,119711
69,113602
70,14677
71,41448
72,17281
73,81532
74,118924
75,76019
76,94322
77,49570
78,6936
79,94769
80,58781
81,115302
82,15324
83,89721
84,56382
85,84972
86,38704
87,23345
88,97911
89,100536
90,14980
91,90226
92,60966
93,41078
94,70209
95,112839
96,96232
97,35888
98,51484
99,11653
100,1572
101,52694
102,75181
103,73530
104,85839
105,73650
106,31939
107,64745
108,48023
109,48265
110,95541
111,23200
112,69810
113,10842
114,126608
115,30228
116,115328
117,26324
118,89184
119,2260
120,126782
121,96546
122,93516
123,100710
124,74823
125,129674
126,66264
127,123716
128,117658
129,48216
130,79566
131,128754
132,14824
133,59305
134,71599
135,106667
136,71234
137,60908
138,120794
139,117979
140,91980
141,70495
142,20282
143,99400
144,107293
145,83826
146,62979
147,51466
148,91343
149,112527
150,87293
151,29705
152,58661
153,62659
154,10684
155,104825
156,86315
157,6720
158,68815
159,48283
160,80762
161,88782
162,94156
163,23622
164,94335
165,123785
166,288
167,33664
168,3503
169,26062
170,94934
171,11536
172,77151
173,18034
174,82582
175,88026
176,63669
177,32662
178,45999
179,5683
180,22165
181,64551
182,42853
183,25565
184,111920
185,124129
186,85537
187,49722
188,39973
189,87820
190,8969
191,3840
192,81065
193,39570
194,105891
195,38548
196,58557
197,5290
198,116318
199,3525
200,59861
201,115836
202,55086
203,54416
204,61591
205,27804
206,121826
207,125456
208,43790
209,117792
210,82340
211,50745
212,75804
213,103124
214,130294
215,46070
216,109072
217,114726
218,102208
219,98377
220,64349
221,107330
222,66207
223,205
224,57941
225,95826
226,104491
227,21730
228,125890
229,124573
230,126801
231,127982
232,120639
233,15134
234,66586
235,43330
236,122750
237,130201
238,14284
239,105666
240,11140
241,98941
242,52841
243,69349
244,1457
245,1866
246,28129
247,6234
248,40583
249,9426
250,2436
251,93711
252,15244
253,78848
254,1197
255,113557
256,77770
257,115106
258,95644
259,13194
260,3269
261,69799
262,86485
263,102338
264,46867
265,10629
266,63735
267,61383
268,72303
269,115825
270,111787
271,35129
272,114828
273,16291
274,31326
275,89966
276,47180
277,57872
278,94510
279,16678
280,83854
281,25058
282,14548
283,29166
284,25686
285,33227
286,12736
287,24878
288,50899
289,84763
290,75738
291,1770
292,27736
293,68264
294,18451
295,20216
296,11504
297,15487
298,110424
299,123308
300,59360
301,81551
302,99286
303,35350
304,128005
305,24676
306,50957
307,48493
308,74978
309,52158
310,68340
311,122221
312,63797
313,55612
314,2688
315,23210
316,5989
317,125161
318,100117
319,24728
320,81803
321,126063
322,28147
323,20181
324,23764
325,97871
326,67720
327,80670
328,69874
329,85550
330,93821
331,54528
332,110454
333,117405
334,68577
335,122161
336,97668
337,33470
338,124428
339,3831
340,84639
341,16643
342,110645
343,97554
344,34613
345,80298
346,86644
347,37097
348,72153
349,18829
350,25487
351,79575
352,71066
353,112470
354,62456
355,75224
356,124501
357,72290
358,11776
359,35467
360,30520
361,71062
