rank0,csv_row_index0
0,59446
1,29449
2,41254
3,47384
4,130294
5,13242
6,122687
7,115013
8,97787
9,90586
10,55725
11,968
12,64386
13,1626
14,648
15,75146
16,85570
17,108611
18,64730
19,16794
20,113559
21,63657
22,70988
23,6173
24,127068
25,34140
26,57051
27,62125
28,27148
29,79320
30,9699
31,113322
32,47365
33,7421
34,85677
35,58661
36,26518
37,121906
38,124235
39,96441
40,61978
41,26051
42,127489
43,11789
44,116047
45,35035
46,127779
47,77112
48,120654
49,20430
50,25053
51,110726
52,128829
53,10525
54,120598
55,103703
56,99493
57,55285
58,22928
59,9812
60,118685
61,32055
62,55847
63,100218
64,12250
65,21733
66,15473
67,10783
68,114191
69,7265
70,82231
71,44541
72,55469
73,80014
74,40337
75,26455
76,33413
77,13777
78,60210
79,30529
80,61045
81,83221
82,43285
83,54554
84,102279
85,25486
86,101626
87,95099
88,117432
89,29761
90,108154
91,15119
92,85179
93,28815
94,127086
95,58580
96,118140
97,75988
98,103781
99,36740
100,103101
101,77186
102,73101
103,84034
104,112506
105,81152
106,68145
107,28197
108,45996
109,123080
110,104058
111,105169
112,51325
113,89316
114,115592
115,22586
116,36110
117,101144
118,84810
119,105799
120,65818
121,33786
122,112760
123,72639
124,103830
125,99803
126,6389
127,4366
128,451
129,26751
130,23583
131,58434
132,54528
133,11628
134,63473
135,35060
136,126302
137,61110
138,61950
139,95056
140,3379
141,52228
142,64180
143,25666
144,24554
145,69317
146,90198
147,2059
148,62581
149,76896
150,19829
151,103707
152,1616
153,76814
154,88461
155,41260
156,55677
157,58019
158,106569
159,78803
160,7735
161,35949
162,112457
163,66908
164,18325
165,94890
166,11981
167,2927
168,3965
169,7411
170,35574
171,120077
172,100222
173,85908
174,64198
175,1415
176,56869
177,33618
178,88350
179,91417
180,49013
181,15123
182,127428
183,74541
184,6708
185,88587
186,92175
187,68363
188,86837
189,38965
190,95885
191,91337
192,114473
193,4275
194,20616
195,84546
196,114695
197,72771
198,76084
199,62347
200,120776
201,45276
202,64192
203,19956
204,55622
205,97552
206,91147
207,124242
208,13630
209,114837
210,95374
211,105112
212,64335
213,97863
214,1418
215,91304
216,54007
217,19303
218,98314
219,100017
220,23785
221,13444
222,126762
223,79625
224,129864
225,97568
226,85460
227,50076
228,118141
229,53277
230,128994
231,3207
232,22769
233,89795
234,13711
235,19142
236,56609
237,70448
238,123967
239,17324
240,17703
241,130202
242,90373
243,16664
244,4396
245,70340
246,86397
247,84441
248,223
249,49063
250,94512
251,99390
252,103094
253,106363
254,14526
255,70394
256,128523
257,128078
258,129981
259,128884
260,62922
261,24344
262,7165
263,61534
264,28899
265,12678
266,12773
267,90154
268,109857
269,10640
270,118756
271,36334
272,48429
273,121364
274,32698
275,14091
276,61931
277,22477
278,62859
279,56472
280,85427
281,92832
